I0902 18:35:04.219619 140310245873472 __init__.py:409] $HOME=/home/erdos
I0902 18:35:04.220006 140310245873472 __init__.py:409] matplotlib data path /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data
I0902 18:35:04.223077 140310245873472 __init__.py:1156] loaded rc file /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/matplotlibrc
I0902 18:35:04.224442 140310245873472 __init__.py:1879] matplotlib version 2.2.4
I0902 18:35:04.245382 140310245873472 __init__.py:409] CACHEDIR=/home/erdos/.cache/matplotlib
I0902 18:35:04.245523 140310245873472 font_manager.py:1071] font search path ['/home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf', '/home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/afm', '/home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/pdfcorefonts']
I0902 18:35:04.345760 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif-BoldItalic.ttf
I0902 18:35:04.345940 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXGeneralItalic.ttf
I0902 18:35:04.345984 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif.ttf
I0902 18:35:04.346016 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/cmss10.ttf
I0902 18:35:04.346044 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/cmb10.ttf
I0902 18:35:04.346072 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif-Italic.ttf
I0902 18:35:04.346096 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansMono-BoldOblique.ttf
I0902 18:35:04.346121 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizFiveSymReg.ttf
I0902 18:35:04.346144 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/cmr10.ttf
I0902 18:35:04.346168 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansMono-Oblique.ttf
I0902 18:35:04.346200 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizThreeSymBol.ttf
I0902 18:35:04.346226 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansMono.ttf
I0902 18:35:04.346252 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans-Bold.ttf
I0902 18:35:04.346276 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/cmsy10.ttf
I0902 18:35:04.346300 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXNonUni.ttf
I0902 18:35:04.346323 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizOneSymReg.ttf
I0902 18:35:04.346345 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizThreeSymReg.ttf
I0902 18:35:04.346367 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans-Oblique.ttf
I0902 18:35:04.346389 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/cmex10.ttf
I0902 18:35:04.346466 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXGeneralBolIta.ttf
I0902 18:35:04.346500 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXNonUniBol.ttf
I0902 18:35:04.346528 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizTwoSymReg.ttf
I0902 18:35:04.346553 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerifDisplay.ttf
I0902 18:35:04.346576 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansMono-Bold.ttf
I0902 18:35:04.346599 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizFourSymBol.ttf
I0902 18:35:04.346621 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans.ttf
I0902 18:35:04.346643 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/cmmi10.ttf
I0902 18:35:04.346667 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXGeneral.ttf
I0902 18:35:04.346690 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXNonUniBolIta.ttf
I0902 18:35:04.346712 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif-Bold.ttf
I0902 18:35:04.346735 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/cmtt10.ttf
I0902 18:35:04.346757 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansDisplay.ttf
I0902 18:35:04.346779 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizFourSymReg.ttf
I0902 18:35:04.346801 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXNonUniIta.ttf
I0902 18:35:04.346823 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizTwoSymBol.ttf
I0902 18:35:04.346845 140310245873472 font_manager.py:1081] trying fontname /home/erdos/.local/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizOneSymBol.ttf
